839.137800	-784.656540
838.797200	-784.405219
838.456900	-784.163557
838.116900	-783.925656
837.777200	-783.685677
837.437800	-783.438546
837.098600	-783.180129
836.759700	-782.907516
836.421100	-782.619094
836.082700	-782.316826
835.744600	-782.006051
835.406800	-781.693808
835.069300	-781.386792
834.732000	-781.085894
834.395100	-780.785767
834.058300	-780.478567
833.721900	-780.155574
833.385700	-779.811304
833.049800	-779.444228
832.714200	-779.053043
832.378800	-778.637624
832.043800	-778.209317
831.708900	-777.790691
831.374400	-777.405479
831.040100	-777.076278
830.706100	-776.807165
830.372300	-776.583618
830.038900	-776.390471
829.705700	-776.212545
829.372700	-776.041572
829.040000	-775.875855
828.707600	-775.714371
828.375500	-775.555675
828.043600	-775.390606
827.712000	-775.202277
827.380700	-774.973895
827.049600	-774.689644
826.718800	-774.360512
826.388200	-774.023570
826.058000	-773.717339
825.727900	-773.477714
825.398200	-773.313426
825.068700	-773.203039
824.739500	-773.121525
824.410500	-773.041734
824.081800	-772.944076
823.753300	-772.818299
823.425200	-772.657427
823.097200	-772.456853
822.769600	-772.224240
822.442200	-771.977215
822.115000	-771.734055
821.788200	-771.511473
821.461500	-771.311716
821.135200	-771.121385
820.809100	-770.919667
820.483200	-770.669242
820.157700	-770.290164
819.832300	-769.621301
819.507300	-768.787265
819.182500	-768.250840
818.857900	-767.927318
818.533600	-767.684075
818.209600	-767.463775
817.885800	-767.235155
817.562300	-766.969511
817.239000	-766.628784
816.916000	-766.162678
816.593200	-765.566904
816.270700	-764.976073
815.948500	-764.505909
815.626500	-764.140455
815.304800	-763.836216
814.983300	-763.567338
814.662000	-763.323182
814.341100	-763.099872
814.020300	-762.896937
813.699900	-762.713075
813.379600	-762.544756
813.059700	-762.388657
812.740000	-762.240967
812.420500	-762.095801
812.101300	-761.942548
811.782300	-761.754438
811.463600	-761.425770
811.145100	-760.300047
810.826900	-759.141563
810.509000	-758.816910
810.191200	-758.647759
809.873800	-758.524339
809.556600	-758.420470
809.239600	-758.326817
808.922900	-758.238872
808.606400	-758.154772
808.290200	-758.073267
807.974200	-757.994184
807.658500	-757.917002
807.343000	-757.842100
807.027700	-757.770316
806.712700	-757.702413
806.398000	-757.639077
806.083500	-757.582082
805.769200	-757.533632
805.455200	-757.495164
805.141500	-757.465614
804.827900	-757.434539
804.514700	-757.345108
804.201600	-756.157199
803.888800	-754.806254
803.576300	-754.756891
803.264000	-754.796659
802.951900	-754.855546
802.640100	-754.913025
802.328500	-754.962005
802.017200	-755.001679
801.706100	-755.032781
801.395200	-755.056119
801.084600	-755.073120
800.774300	-755.085359
800.464100	-755.094428
800.154200	-755.101947
799.844600	-755.109275
799.535200	-755.117080
799.226000	-755.126198
798.917100	-755.137347
798.608400	-755.151089
798.299900	-755.168110
797.991700	-755.188873
797.683700	-755.213853
797.376000	-755.243414
797.068500	-755.278051
796.761200	-755.317741
796.454200	-755.363037
796.147400	-755.414022
795.840800	-755.470563
795.534500	-755.532804
795.228400	-755.600523
794.922600	-755.673562
794.617000	-755.751589
794.311600	-755.834057
794.006400	-755.919730
793.701500	-756.007449
793.396800	-756.095569
793.092400	-756.182133
792.788200	-756.264712
792.484200	-756.341364
792.180500	-756.410443
791.877000	-756.470622
791.573700	-756.521275
791.270600	-756.562219
790.967800	-756.594021
790.665200	-756.617456
790.362900	-756.633595
790.060800	-756.643786
789.758900	-756.649349
789.457200	-756.652104
789.155800	-756.653557
788.854600	-756.655475
788.553600	-756.659370
788.252900	-756.666739
787.952400	-756.679170
787.652100	-756.698007
787.352000	-756.723840
787.052200	-756.757327
786.752600	-756.798947
786.453200	-756.849040
786.154100	-756.907101
785.855200	-756.973050
785.556500	-757.046111
785.258100	-757.125727
784.959800	-757.211631
784.661800	-757.303113
784.364000	-757.399321
784.066500	-757.499573
783.769200	-757.603520
783.472100	-757.710708
783.175200	-757.821389
782.878500	-757.936022
782.582100	-758.056065
782.285900	-758.183897
781.989900	-758.322785
781.694200	-758.477542
781.398600	-758.654363
781.103300	-758.860902
780.808300	-759.104005
780.513400	-759.385022
780.218800	-759.692621
779.924300	-760.002097
779.630100	-760.287586
779.336200	-760.535485
779.042400	-760.744447
778.748900	-760.919565
778.455600	-761.067100
778.162500	-761.192819
777.869600	-761.301609
777.577000	-761.397082
777.284600	-761.482274
776.992300	-761.559457
776.700400	-761.630836
776.408600	-761.698246
776.117000	-761.763301
775.825700	-761.827013
775.534600	-761.890492
775.243700	-761.954140
774.953000	-762.018554
774.662600	-762.083957
774.372300	-762.150199
774.082300	-762.216924
773.792500	-762.283774
773.502900	-762.350156
773.213600	-762.415337
772.924400	-762.478690
772.635500	-762.539674
772.346700	-762.597636
772.058200	-762.652377
771.770000	-762.703403
771.481900	-762.750830
771.194000	-762.794382
770.906400	-762.834095
770.618900	-762.869930
770.331700	-762.902109
770.044700	-762.930546
769.757900	-762.955317
769.471400	-762.976377
769.185000	-762.993819
768.898800	-763.007832
768.612900	-763.018645
768.327200	-763.026306
768.041700	-763.031360
767.756400	-763.034162
767.471300	-763.035489
767.186400	-763.036117
766.901700	-763.036836
766.617300	-763.038483
766.333000	-763.042182
766.049000	-763.048832
765.765200	-763.059261
765.481600	-763.074369
765.198200	-763.094845
764.915000	-763.121180
764.632000	-763.153765
764.349200	-763.192182
764.066700	-763.235904
763.784300	-763.284118
763.502200	-763.335083
763.220200	-763.387189
762.938500	-763.438307
762.657000	-763.486719
762.375700	-763.530499
762.094600	-763.568380
761.813700	-763.599157
761.533000	-763.622018
761.252500	-763.636451
760.972200	-763.642087
760.692100	-763.638799
760.412300	-763.626453
760.132600	-763.605342
759.853200	-763.575641
759.573900	-763.537964
759.294900	-763.493104
759.016000	-763.441986
758.737400	-763.385647
758.459000	-763.325284
758.180700	-763.262292
757.902700	-763.197761
757.624900	-763.132855
757.347300	-763.068501
757.069900	-763.005726
756.792700	-762.944957
756.515600	-762.886837
756.238800	-762.831608
755.962200	-762.779424
755.685900	-762.730522
755.409700	-762.684788
755.133700	-762.642018
754.857900	-762.602012
754.582300	-762.564558
754.306900	-762.529237
754.031700	-762.495219
753.756700	-762.462166
753.481900	-762.429331
753.207300	-762.396034
752.933000	-762.361545
752.658800	-762.325267
752.384800	-762.286768
752.111000	-762.246089
751.837400	-762.203431
751.564000	-762.159102
751.290800	-762.113823
751.017800	-762.068284
750.745000	-762.023452
750.472400	-761.980004
750.200000	-761.938228
749.927800	-761.898184
749.655800	-761.859715
749.384000	-761.822069
749.112400	-761.784297
748.841000	-761.744842
748.569800	-761.701739
748.298800	-761.652228
748.027900	-761.592445
747.757300	-761.516886
747.486900	-761.417596
747.216700	-761.282823
746.946600	-761.097714
746.676800	-760.851111
746.407100	-760.555552
746.137700	-760.260270
745.868400	-760.016782
745.599300	-759.841029
745.330500	-759.722172
745.061800	-759.644577
744.793300	-759.595771
744.525000	-759.566717
744.256900	-759.550601
743.989000	-759.542698
743.721300	-759.538839
743.453800	-759.531971
743.186400	-759.511306
742.919300	-759.465691
742.652400	-759.383703
742.385600	-759.262467
742.119000	-759.106197
741.852700	-758.909856
741.586500	-758.645116
741.320500	-334.232100
741.054700	-334.085447
740.789100	-756.563382
740.523700	-755.647629
740.258500	-754.763223
739.993400	-754.196524
739.728600	-754.279640
739.463900	-755.326189
739.199500	-756.846120
738.935200	-757.530892
738.671100	-756.039929
738.407200	-751.164738
738.143500	-744.682179
737.880000	-741.403691
737.616600	-746.260093
737.353500	-763.691950
737.090500	-787.079282
736.827700	-798.517355
736.565200	-779.692438
736.302800	-713.450371
736.040500	-608.984562
735.778500	-502.453067
735.516700	-430.938242
735.255000	-429.937238
734.993600	-499.715509
734.732300	-604.762712
734.471200	-708.028179
734.210300	-773.730801
733.949600	-792.269606
733.689000	-362.398585
733.428700	-339.172495
733.168500	-739.162570
732.908500	-733.681284
732.648700	-736.270728
732.389100	-742.074945
732.129700	-746.376485
731.870400	-747.375022
731.611400	-746.234935
731.352500	-744.251227
731.093800	-742.683243
730.835300	-742.010284
730.576900	-741.918496
730.318800	-742.059939
730.060800	-742.097687
729.803000	-741.901443
729.545400	-741.551592
729.288000	-741.139960
729.030800	-740.757319
728.773700	-740.438968
728.516800	-740.161762
728.260100	-739.898411
728.003600	-739.620390
727.747300	-739.317164
727.491100	-738.997411
727.235200	-738.670414
726.979400	-738.344558
726.723800	-738.025112
726.468300	-737.713663
726.213100	-737.410685
725.958000	-737.114209
725.703100	-736.817382
725.448400	-736.501448
725.193800	-323.561794
