875.018800	-838.148673
874.648500	-761.095389
874.278500	-668.383138
873.908800	-572.709922
873.539500	-486.881985
873.170500	-423.369172
872.801700	-389.627534
872.433300	-388.032220
872.065200	-420.679795
871.697400	-489.210586
871.329900	-584.359457
870.962700	-685.784321
870.595900	-772.720162
870.229300	-825.269915
869.863100	-840.165442
869.497100	-831.141774
869.131500	-812.623701
868.766200	-798.598939
868.401100	-794.395603
868.036400	-796.544680
867.672000	-801.195090
867.307900	-804.613723
866.944100	-805.381527
866.580600	-804.428302
866.217400	-802.784110
865.854600	-801.448207
865.492000	-800.808723
865.129700	-800.636689
864.767700	-800.674980
864.406100	-800.674409
864.044700	-800.536262
863.683600	-800.315345
863.322900	-800.073182
862.962400	-799.869095
862.602300	-799.723644
862.242400	-799.617312
861.882800	-799.528860
861.523600	-799.437703
861.164600	-799.334493
860.806000	-799.221072
860.447600	-799.099426
860.089500	-798.970443
859.731800	-798.830255
859.374300	-798.667126
859.017100	-798.453749
858.660300	-350.304050
858.303700	-350.212378
857.947400	-350.114590
857.591400	-350.013532
857.235700	-794.512137
856.880300	-794.087133
856.525200	-793.606941
856.170400	-793.133675
855.815900	-792.740527
855.461700	-792.442659
855.107800	-792.218459
854.754100	-792.044400
854.400800	-791.903409
854.047700	-791.783913
853.695000	-791.677927
853.342500	-791.579544
852.990300	-791.483905
852.638400	-791.386715
852.286800	-791.284456
851.935500	-791.172830
851.584500	-791.046726
851.233800	-790.898075
850.883400	-790.713446
850.533200	-790.468068
850.183300	-790.112967
849.833800	-789.566109
849.484500	-788.842193
849.135500	-788.207064
848.786800	-787.751684
848.438300	-787.400382
848.090200	-787.104020
847.742300	-786.842683
847.394800	-786.610968
847.047500	-786.405565
846.700500	-786.223047
846.353800	-786.061668
846.007300	-785.921410
845.661200	-785.803602
845.315300	-785.712455
844.969700	-785.660453
844.624400	-785.681979
844.279400	-785.872972
843.934700	-786.388742
843.590200	-786.913391
843.246100	-787.104575
842.902200	-787.111634
842.558500	-787.032268
842.215200	-786.901024
841.872200	-786.729501
841.529400	-786.524557
841.186900	-786.292792
840.844700	-786.039404
840.502700	-785.768514
840.161100	-785.486418
839.819700	-785.201641
839.478600	-784.922399
